STATENAME,ST_CASE,FATALS,VE_TOTAL,COUNTY,CITY,MONTH,MONTHNAME,DAY,DAY_WEEK,YEAR,HOUR,URBAN-RURAL,LONGITUDE,LATITUDE,HARM_EV,LGT_COND,WEATHER,Vehicle_Make,Accident_Involved,Vehicle_Type
Hawaii,150072,1,2,HONOLULU,WAI`ANAE,August,7,7,Sunday,2022,21,Urban,21.44269444,-158.1871194,Motor Vehicle In-Transport,Dark - Lighted,Clear,Toyota RAV4 *,Pedestrian,Unknown body type
Hawaii,150073,3,3,HAWAII,PEPEEKEO,August,1,1,Monday,2022,18,Rural,19.85700278,-155.0996972,Motor Vehicle In-Transport,Daylight,Cloudy,Toyota Tacoma,Motor Vehicle In-Transport,Light Pickup
Hawaii,150074,2,2,HONOLULU,LA`IE,August,22,22,Monday,2022,13,Urban,21.66226944,-157.9347778,Motor Vehicle In-Transport,Daylight,Clear,Suzuki 450-749cc,Motor Vehicle In-Transport,Light Pickup
Hawaii,150075,1,1,HONOLULU,KANE`OHE,August,20,20,Saturday,2022,23,Urban,21.37545833,-157.7804583,Fell/Jumped from Vehicle,Dark - Lighted,Clear,Honda Element,Pedestrian,3-door/2-door hatchback
Hawaii,150076,1,1,MAUI,WAILUKU HAWAIIAN HOME LAND (HISTORICAL),August,26,26,Friday,2022,16,Urban,20.85266389,-156.4990333,Utility Pole/Light Support,Daylight,Clear,Toyota Sienna,Guardrail Face,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150077,1,2,HONOLULU,KUNIA CAMP,September,1,1,Thursday,2022,6,Urban,21.46296667,-158.0559806,Motor Vehicle In-Transport,Daylight,Clear,Infiniti QX4,Guardrail Face,"4-door sedan, hardtop"
Hawaii,150078,1,1,HONOLULU,KAILUA,September,3,3,Saturday,2022,5,Urban,21.408975,-157.7555556,Pedestrian,Dark - Lighted,Rain,Yamaha 750cc or greater,Pedalcyclist,Light Pickup
Hawaii,150080,1,1,HONOLULU,`AIEA,September,14,14,Wednesday,2022,14,Urban,21.37856389,-157.93615,"Post, Pole or Other Supports",Daylight,Clear,Toyota Tundra,Utility Pole/Light Support,3-door/2-door hatchback
Hawaii,150081,1,2,HONOLULU,MILILANI TOWN,September,6,6,Tuesday,2022,12,Urban,21.45280833,-158.0085889,Motor Vehicle In-Transport,Daylight,Clear,Toyota Highlander,Pedestrian,Light Pickup
Hawaii,150082,1,1,HONOLULU,KAILUA,August,24,24,Wednesday,2022,20,Urban,21.38146111,-157.7572694,Fire/Explosion,Dark - Lighted,Clear,Toyota Tacoma,Pedestrian,"4-door sedan, hardtop"
Hawaii,150083,1,1,KAUAI,PRINCEVILLE,September,12,12,Monday,2022,19,Rural,22.20864722,-159.464275,Pedestrian,Dark - Not Lighted,Rain,Honda Accord  ,Rollover/Overturn,Recreational Off-Highway Vehicle
Hawaii,150084,1,1,KAUAI,KAPA`A,September,19,19,Monday,2022,19,Urban,22.08174444,-159.3129778,Pedestrian,Dark - Lighted,Cloudy,Chrysler Pacifica,Parked Motor Vehicle,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")"
Hawaii,150085,2,2,MAUI,Other,September,30,30,Friday,2022,20,Urban,20.774325,-156.3258528,Motor Vehicle In-Transport,Dark - Lighted,Clear,Toyota 4-Runner,Tree (Standing Only),"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
Hawaii,150086,3,2,HAWAII,KAILUA KONA,September,28,28,Wednesday,2022,18,Urban,19.67318056,-155.9842611,Motor Vehicle In-Transport,Dark - Lighted,Clear,Isuzu Medium/Heavy,Rollover/Overturn,"2-door sedan,hardtop,coupe"
Hawaii,150087,1,1,HAWAII,HILO,August,24,24,Wednesday,2022,6,Urban,19.69311944,-155.1030722,Pedestrian,Daylight,Clear,Yamaha 750cc or greater,Pedalcyclist,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)"
Hawaii,150088,1,1,HONOLULU,WAHIAWA,October,15,15,Saturday,2022,99,Urban,21.49980556,-158.0516639,Embankment,Reported as Unknown,Clear,"Honda Civic/CRX, del Sol",Motor Vehicle In-Transport,3-door/2-door hatchback
Hawaii,150089,1,1,MAUI,Other,November,2,2,Wednesday,2022,0,Urban,20.88541111,-156.6684556,Concrete Traffic Barrier,Dark - Lighted,Clear,Harley-Davidson 750cc or greater,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
Hawaii,150090,1,2,HONOLULU,NANAKULI,November,2,2,Wednesday,2022,4,Urban,21.37148611,-158.1370583,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Dodge Caravan/Grand Caravan,Motor Vehicle In-Transport,"4-door sedan, hardtop"
Hawaii,150091,3,1,HONOLULU,HONOLULU,November,2,2,Wednesday,2022,21,Urban,21.333625,-157.8910917,Pedestrian,Dark - Not Lighted,Clear,Honda 0- 50 cc,Motor Vehicle In-Transport,"4-door sedan, hardtop"
Hawaii,150092,1,1,HONOLULU,HONOLULU,November,5,5,Saturday,2022,0,Urban,21.29515833,-157.8580639,Pedestrian,Dark - Lighted,Clear,KIA Soul,Utility Pole/Light Support,Motor Scooter
Hawaii,150094,3,2,HAWAII,HILO,October,16,16,Sunday,2022,16,Urban,19.70584722,-155.0645806,Motor Vehicle In-Transport,Daylight,Cloudy,Freightliner Medium/Heavy - CBE,Motor Vehicle In-Transport,Station Wagon (excluding van and truck based)
Hawaii,150095,1,1,HAWAII,PAHOA,October,19,19,Wednesday,2022,22,Urban,19.5605,-154.8883139,Wall,Dark - Not Lighted,Cloudy,Honda 0- 50 cc,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
Hawaii,150096,3,2,HAWAII,HILO,October,28,28,Friday,2022,18,Urban,19.67975556,-155.0671139,Motor Vehicle In-Transport,Dusk,Clear,Mazda Mazda5,Fire/Explosion,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
Hawaii,150097,1,1,HAWAII,KEA`AU,November,4,4,Friday,2022,20,Rural,19.62016667,-155.0427222,Pedestrian,Dark - Not Lighted,Rain,Ford Bronco (thru 1977 ),Pedestrian,Light Pickup
Hawaii,150098,4,2,HONOLULU,WAIMANALO,November,5,5,Saturday,2022,19,Urban,21.32415833,-157.6795778,Motor Vehicle In-Transport,Dark - Lighted,Clear,Yamaha 750cc or greater,Motor Vehicle In-Transport,Motor Scooter
Hawaii,150099,1,1,HONOLULU,WAHIAWA,November,8,8,Tuesday,2022,21,Urban,21.49446389,-158.0502917,Curb,Dark - Lighted,Clear,Toyota Tacoma,Motor Vehicle In-Transport,Light Pickup
Hawaii,150100,3,1,HONOLULU,KAPOLEI,November,9,9,Wednesday,2022,13,Urban,21.37120556,-158.0547333,Concrete Traffic Barrier,Daylight,Clear,Honda Accord,Wall,"4-door sedan, hardtop"
Hawaii,150101,1,2,HONOLULU,Other,November,9,9,Wednesday,2022,14,Urban,21.32816389,-158.0382361,Motor Vehicle In-Transport,Daylight,Clear,"Honda Civic/CRX, del Sol",Motor Vehicle In-Transport,Motor Scooter
Hawaii,150102,2,1,HONOLULU,HONOLULU,November,12,12,Saturday,2022,22,Urban,21.32441667,-157.8821472,Pedestrian,Dark - Lighted,Rain,Toyota Matrix,Motor Vehicle In-Transport,Motor Scooter
Hawaii,150103,1,1,HONOLULU,KAILUA,November,16,16,Wednesday,2022,18,Urban,21.36241389,-157.736325,Pedestrian,Dusk,Clear,Dodge Ram Pickup,Fell/Jumped from Vehicle,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)"
Hawaii,150104,2,1,HONOLULU,`EWA BEACH,November,21,21,Monday,2022,19,Urban,21.33994444,-158.0374833,Curb,Dark - Lighted,Clear,Toyota Tacoma,Wall,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150105,2,1,HONOLULU,HONOLULU,November,25,25,Friday,2022,8,Urban,21.27758056,-157.8209333,Curb,Daylight,Clear,Honda Accord,Guardrail Face,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150106,1,1,HONOLULU,`EWA BEACH,December,2,2,Friday,2022,5,Urban,21.37234722,-158.0259861,Pedestrian,Dark - Lighted,Clear,Harley-Davidson 750cc or greater,Tree (Standing Only),Light Pickup
Hawaii,150107,1,2,HONOLULU,HALE`IWA,December,8,8,Thursday,2022,23,Urban,21.62671111,-158.0744833,Motor Vehicle In-Transport,Dark - Lighted,Clear,Ford Escape,Pedestrian,Light Pickup
Hawaii,150108,1,2,HONOLULU,HONOLULU,November,25,25,Friday,2022,14,Urban,21.30079444,-157.8411306,Motor Vehicle In-Transport,Daylight,Clear,Toyota Tacoma,Pedestrian,"Utility Vehicle, Unknown body type"
Hawaii,150109,1,1,HONOLULU,WAIPAHU,November,26,26,Saturday,2022,18,Urban,21.38543056,-158.0031528,Pedestrian,Dark - Lighted,Clear,Yamaha 0-50cc,Pedestrian,Not Reported
Hawaii,150110,2,2,MAUI,KAHULUI,December,13,13,Tuesday,2022,6,Urban,20.89385556,-156.4779028,Motor Vehicle In-Transport,Dawn,Cloudy,Honda Accord,Motor Vehicle In-Transport,"4-door sedan, hardtop"
Hawaii,150111,1,1,HONOLULU,HONOLULU,December,16,16,Friday,2022,20,Urban,21.32121667,-157.8667278,Pedestrian,Dark - Lighted,Cloudy,"Chevrolet C, K, R, V-series pickup/Silverado",Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150112,1,1,HONOLULU,KANE`OHE,December,22,22,Thursday,2022,14,Urban,21.45183056,-157.8231417,Guardrail Face,Daylight,Clear,"Chevrolet C, K, R, V-series pickup/Silverado",Concrete Traffic Barrier,"4-door sedan, hardtop"
Hawaii,150113,1,1,HONOLULU,HONOLULU,December,26,26,Monday,2022,19,Urban,21.27304722,-157.6888111,Guardrail Face,Dark - Not Lighted,Clear,Ford Edge ,Guardrail Face,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150114,1,2,KAUAI,LIHU`E,November,22,22,Tuesday,2022,20,Urban,21.97071389,-159.3627083,Pedalcyclist,Dark - Lighted,Cloudy,Nissan/Datsun Frontier ,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
Hawaii,150115,1,1,HAWAII,HILO,December,17,17,Saturday,2022,9,Urban,19.65756111,-155.0561222,Guardrail Face,Daylight,Clear,Mercedes-Benz SPRINTER,Motor Vehicle In-Transport,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")"
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Embankment,Light Pickup
,,,,,,,,,,,,,,,,,,Kawasaki 450-749cc,Curb,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Other Domestic Manufacturers Tesla,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,Yamaha 450-749cc,Pedestrian,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Toyota 4-Runner,Curb,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Honda 750 cc or greater,Fell/Jumped from Vehicle,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,KIA Sedona,Pedestrian,Light Pickup
,,,,,,,,,,,,,,,,,,Nissan/Datsun Rogue,Pedestrian,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Nissan/Datsun Versa,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,KIA Niro,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,"GMC C, K, R, V-series pickup/Sierra","Post, Pole or Other Supports",Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Other Make 0-50cc,Traffic Signal Support,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Harley-Davidson 750cc or greater,Pedestrian,Light Pickup
,,,,,,,,,,,,,,,,,,Mercury Milan,Embankment,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Harley-Davidson 750cc or greater,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,Honda HR-V,"Post, Pole or Other Supports","Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Honda Accord ,Pedestrian,Light Pickup
,,,,,,,,,,,,,,,,,,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,Toyota 4-Runner,Motor Vehicle In-Transport,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Honda Accord ,Rollover/Overturn,Motor Scooter
,,,,,,,,,,,,,,,,,,Other Make 125-349cc,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,Mazda MPV,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Toyota Tundra,Motor Vehicle In-Transport,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,"Honda Civic/CRX, del Sol",Pedalcyclist,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Chevrolet S-10/T-10 Pickup,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Toyota Solara,Motor Vehicle In-Transport,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Ford Ranger,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,Hyundai Elantra,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,Harley-Davidson 750cc or greater,Parked Motor Vehicle,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Curb,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Utility Pole/Light Support,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Jaguar XF/XFR,Pedestrian,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")"
,,,,,,,,,,,,,,,,,,Toyota Camry,Pedestrian,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Honda CR-V,Tree (Standing Only),"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Other Make 0-50cc,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Toyota 4-Runner,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,Ford Medium/Heavy,Other Object (not fixed),"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Honda Accord,Wall,"Convertible(excludes sun-roof,t-bar)"
,,,,,,,,,,,,,,,,,,"Chevrolet C, K, R, V-series pickup/Silverado",Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Nissan/Datsun Frontier,Motor Vehicle In-Transport,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")"
,,,,,,,,,,,,,,,,,,Yamaha 125-349cc,Motor Vehicle In-Transport,5-door/4-door hatchback
,,,,,,,,,,,,,,,,,,Toyota 4-Runner,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,Honda 125-349 cc,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Ford Medium/Heavy ,Utility Pole/Light Support,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Yamaha 750cc or greater,Tree (Standing Only),"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Toyota Corolla,Utility Pole/Light Support,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Kawasaki 450-749cc,Pedestrian,"2-door sedan,hardtop,coupe"
,,,,,,,,,,,,,,,,,,Dodge Ram Pickup,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Toyota Scion xB ,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",Light Pickup
,,,,,,,,,,,,,,,,,,Honda 750 cc or greater,Rollover/Overturn,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Fire Hydrant,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Mazda Mazda2,Pedestrian,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)"
,,,,,,,,,,,,,,,,,,Honda 125-349 cc,Tree (Standing Only),Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Other Make 750cc or greater,Ground,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,Honda Pilot,Other Fixed Object,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,BMW 3-series,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,Other Make Unknown cc,Tree (Standing Only),"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Harley-Davidson 750cc or greater,Motor Vehicle In-Transport,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,Mercedes-Benz M/ML Class,Motor Vehicle In-Transport,"Convertible(excludes sun-roof,t-bar)"
,,,,,,,,,,,,,,,,,,Honda 450-749 cc,Pedestrian,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)"
,,,,,,,,,,,,,,,,,,Ford Medium/Heavy Van-Based Vehicle,Pedestrian,"4-door sedan, hardtop"
,,,,,,,,,,,,,,,,,,Nissan/Datsun Frontier,Motor Vehicle In-Transport,Motor Scooter
,,,,,,,,,,,,,,,,,,Honda Element,Motor Vehicle In-Transport,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)"
,,,,,,,,,,,,,,,,,,Honda Unknown,Pedestrian,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,Volkswagen Jetta/Jetta SportsWagen,Pedestrian,Light Pickup
,,,,,,,,,,,,,,,,,,Subaru Forester,Utility Pole/Light Support,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")"
,,,,,,,,,,,,,,,,,,Ford F-Series pickup,Fire/Explosion,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,Nissan/Datsun Altima,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Other Make 0-50cc,Motor Vehicle In-Transport,Transit Bus (City Bus)
,,,,,,,,,,,,,,,,,,BMW 3-series,Motor Vehicle In-Transport,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")"
,,,,,,,,,,,,,,,,,,Toyota Tacoma,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Dodge Ram Pickup,Motor Vehicle In-Transport,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)"
,,,,,,,,,,,,,,,,,,Chevrolet Corvette,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,BMW 125-349cc,Motor Vehicle In-Transport,"Convertible(excludes sun-roof,t-bar)"
,,,,,,,,,,,,,,,,,,Toyota Corolla,Motor Vehicle In-Transport,Two Wheel Motorcycle (excluding motor scooters)
,,,,,,,,,,,,,,,,,,Toyota Tundra,Pedalcyclist,Light Pickup
,,,,,,,,,,,,,,,,,,Mazda 323/GLC,Embankment,Light Pickup
,,,,,,,,,,,,,,,,,,,Tree (Standing Only),Light Pickup
,,,,,,,,,,,,,,,,,,,Motor Vehicle In-Transport,Station Wagon (excluding van and truck based)
,,,,,,,,,,,,,,,,,,,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,,Motor Vehicle In-Transport,Light Pickup
,,,,,,,,,,,,,,,,,,,Pedestrian,
